sample_a	sample_b	n	exact	compat	combn
PD53358b	PD70973b	92	0.4783	0.4130	0.8913
PD53358b	PD70974a	92	0.3152	0.5326	0.8478
PD53358b	PD70974b	94	0.3298	0.5319	0.8617
PD53358b	PD70974c	95	0.3053	0.5474	0.8526
PD53358b	PD70975a	87	0.4483	0.3908	0.8391
PD53358b	PD70975b	94	0.4362	0.4149	0.8511
PD53358b	PD70975c	94	0.4574	0.3936	0.8511
PD53358b	PD70976a	94	0.4787	0.4255	0.9043
PD53358b	PD70976b	94	0.4787	0.4255	0.9043
PD53358b	PD70976c	93	0.4731	0.4301	0.9032
PD53358b	PD70978a	94	0.3830	0.5000	0.8830
PD53358b	PD70980a	93	0.3118	0.5269	0.8387
PD53358b	PD70980c	91	0.3187	0.5385	0.8571
PD53358b	PD70981a	92	0.3261	0.5217	0.8478
PD53358b	PD70982a	94	0.3085	0.5532	0.8617
PD53358b	PD70982c	95	0.3053	0.5474	0.8526
PD53358b	PD70983a	94	0.3617	0.4894	0.8511
PD53358b	PD70984a	93	0.3656	0.4409	0.8065
PD53358b	PD70985a	91	0.3846	0.4835	0.8681
PD53358b	PD70985c	90	0.3778	0.4889	0.8667
PD53358b	PD70986a	89	0.3933	0.5169	0.9101
PD53358b	PD70986c	94	0.3936	0.5213	0.9149
PD53358b	PD70986d	94	0.3936	0.5213	0.9149
PD53358b	PD70987a	94	0.3298	0.4894	0.8191
PD53359a	PD53359b	94	0.8191	0.1809	1.0000
PD53359a	PD53359c	89	1.0000	0.0000	1.0000
PD53359a	PD53360a	94	0.4149	0.4255	0.8404
PD53359a	PD53361a	92	0.3587	0.5326	0.8913
PD53359a	PD53361b	93	0.3548	0.5376	0.8925
PD53359a	PD53362a	93	0.4086	0.3871	0.7957
PD53359a	PD53362b	94	0.4043	0.3936	0.7979
PD53359a	PD53363a	94	0.2766	0.5957	0.8723
PD53359a	PD53363b	94	0.2766	0.5957	0.8723
PD53359a	PD53364a	93	0.3441	0.3763	0.7204
PD53359a	PD53364b	94	0.3085	0.4574	0.7660
PD53359a	PD53364c	91	0.3187	0.4396	0.7582
PD53359a	PD53365a	89	0.3820	0.4270	0.8090
PD53359a	PD53365b	92	0.3804	0.4565	0.8370
PD53359a	PD53366a	94	0.3191	0.5000	0.8191
PD53359a	PD53366b	94	0.3191	0.5000	0.8191
PD53359a	PD53367a	93	0.3011	0.5806	0.8817
PD53359a	PD53367b	94	0.2979	0.5851	0.8830
PD53359a	PD53368a	88	0.2955	0.5455	0.8409
PD53359a	PD53368b	94	0.2979	0.5532	0.8511
PD53359a	PD53369a	92	0.3696	0.4891	0.8587
PD53359a	PD53369b	94	0.3617	0.5000	0.8617
PD53359a	PD70589a	89	0.3371	0.4157	0.7528
PD53359a	PD70963a	92	0.3152	0.4674	0.7826
PD53359a	PD70963b	91	0.3077	0.4835	0.7912
PD53359a	PD70964a	86	0.3372	0.4767	0.8140
PD53359a	PD70964b	89	0.3258	0.5056	0.8315
PD53359a	PD70964c	91	0.3297	0.4945	0.8242
PD53359a	PD70965a	89	0.3820	0.4382	0.8202
PD53359a	PD70965b	93	0.3978	0.4301	0.8280
PD53359a	PD70966a	93	0.3118	0.4409	0.7527
PD53359a	PD70966c	88	0.3295	0.4205	0.7500
PD53359a	PD70967a	88	0.2273	0.5795	0.8068
PD53359a	PD70967b	94	0.2234	0.5851	0.8085
PD53359a	PD70968a	93	0.3548	0.4516	0.8065
PD53359a	PD70968b	93	0.3548	0.5161	0.8710
PD53359a	PD70968c	94	0.3723	0.4149	0.7872
PD53359a	PD70969a	90	0.3333	0.5333	0.8667
PD53359a	PD70969b	94	0.3404	0.5319	0.8723
PD53359a	PD70970a	91	0.4066	0.4945	0.9011
PD53359a	PD70970b	94	0.4043	0.4894	0.8936
PD53359a	PD70971a	88	0.3636	0.4545	0.8182
PD53359a	PD70971b	92	0.3696	0.5000	0.8696
PD53359a	PD70971c	92	0.3696	0.4457	0.8152
PD53359a	PD70972a	93	0.4409	0.3978	0.8387
PD53359a	PD70972b	88	0.4205	0.4205	0.8409
PD53359a	PD70972c	89	0.4607	0.3708	0.8315
PD53359a	PD70973a	93	0.4194	0.4301	0.8495
PD53359a	PD70973b	91	0.4176	0.4286	0.8462
PD53359a	PD70974a	91	0.3516	0.4945	0.8462
PD53359a	PD70974b	93	0.3548	0.5054	0.8602
PD53359a	PD70974c	94	0.3617	0.4894	0.8511
PD53359a	PD70975a	86	0.4535	0.3605	0.8140
PD53359a	PD70975b	93	0.4409	0.3978	0.8387
PD53359a	PD70975c	93	0.4731	0.3226	0.7957
PD53359a	PD70976a	93	0.3656	0.3978	0.7634
PD53359a	PD70976b	93	0.3548	0.4086	0.7634
PD53359a	PD70976c	93	0.3656	0.3871	0.7527
PD53359a	PD70978a	93	0.3118	0.5376	0.8495
PD53359a	PD70980a	92	0.3804	0.4783	0.8587
PD53359a	PD70980c	90	0.3667	0.4889	0.8556
PD53359a	PD70981a	91	0.4066	0.4066	0.8132
PD53359a	PD70982a	93	0.3118	0.5376	0.8495
PD53359a	PD70982c	94	0.3085	0.5106	0.8191
PD53359a	PD70983a	93	0.3118	0.4409	0.7527
PD53359a	PD70984a	92	0.3913	0.4348	0.8261
PD53359a	PD70985a	90	0.3444	0.3778	0.7222
PD53359a	PD70985c	89	0.3371	0.3820	0.7191
PD53359a	PD70986a	88	0.3523	0.4091	0.7614
PD53359a	PD70986c	93	0.3548	0.3763	0.7312
PD53359a	PD70986d	93	0.3548	0.3763	0.7312
PD53359a	PD70987a	93	0.3978	0.3978	0.7957
PD53359b	PD53359c	89	0.8652	0.1348	1.0000
PD53359b	PD53360a	95	0.4421	0.4421	0.8842
PD53359b	PD53361a	93	0.3656	0.5484	0.9140
PD53359b	PD53361b	94	0.3723	0.5426	0.9149
PD53359b	PD53362a	94	0.3936	0.4894	0.8830
PD53359b	PD53362b	95	0.4000	0.4842	0.8842
PD53359b	PD53363a	95	0.4000	0.5368	0.9368
PD53359b	PD53363b	95	0.4000	0.5368	0.9368
PD53359b	PD53364a	94	0.3404	0.4468	0.7872
PD53359b	PD53364b	95	0.3368	0.4947	0.8316
PD53359b	PD53364c	92	0.3478	0.4783	0.8261
PD53359b	PD53365a	90	0.4000	0.4556	0.8556
PD53359b	PD53365b	93	0.4409	0.4301	0.8710
PD53359b	PD53366a	95	0.3579	0.5158	0.8737
PD53359b	PD53366b	95	0.3579	0.5158	0.8737
PD53359b	PD53367a	94	0.3936	0.4894	0.8830
PD53359b	PD53367b	95	0.3895	0.4947	0.8842
PD53359b	PD53368a	89	0.3371	0.5393	0.8764
PD53359b	PD53368b	95	0.3579	0.5263	0.8842
PD53359b	PD53369a	93	0.4086	0.4731	0.8817
PD53359b	PD53369b	95	0.4000	0.4842	0.8842
PD53359b	PD70589a	90	0.3667	0.4667	0.8333
PD53359b	PD70963a	93	0.3226	0.4946	0.8172
PD53359b	PD70963b	92	0.3043	0.5217	0.8261
PD53359b	PD70964a	87	0.4483	0.4023	0.8506
PD53359b	PD70964b	90	0.4444	0.4222	0.8667
PD53359b	PD70964c	92	0.4457	0.4130	0.8587
PD53359b	PD70965a	90	0.4444	0.4000	0.8444
PD53359b	PD70965b	94	0.4574	0.3936	0.8511
PD53359b	PD70966a	94	0.3617	0.4681	0.8298
PD53359b	PD70966c	89	0.3820	0.4494	0.8315
PD53359b	PD70967a	89	0.2809	0.5843	0.8652
PD53359b	PD70967b	95	0.2842	0.5789	0.8632
PD53359b	PD70968a	94	0.4255	0.4468	0.8723
PD53359b	PD70968b	94	0.4574	0.4468	0.9043
PD53359b	PD70968c	95	0.4316	0.4316	0.8632
PD53359b	PD70969a	91	0.3736	0.5495	0.9231
PD53359b	PD70969b	95	0.3789	0.5474	0.9263
PD53359b	PD70970a	92	0.4022	0.5326	0.9348
PD53359b	PD70970b	95	0.4000	0.5263	0.9263
PD53359b	PD70971a	89	0.3483	0.5281	0.8764
PD53359b	PD70971b	93	0.4086	0.5161	0.9247
PD53359b	PD70971c	93	0.3548	0.5269	0.8817
PD53359b	PD70972a	94	0.4787	0.4043	0.8830
PD53359b	PD70972b	89	0.4719	0.4045	0.8764
PD53359b	PD70972c	90	0.5111	0.3667	0.8778
PD53359b	PD70973a	94	0.4255	0.4787	0.9043
PD53359b	PD70973b	92	0.4239	0.4783	0.9022
PD53359b	PD70974a	92	0.3696	0.5217	0.8913
PD53359b	PD70974b	94	0.3723	0.5319	0.9043
PD53359b	PD70974c	95	0.3789	0.5158	0.8947
PD53359b	PD70975a	87	0.4598	0.4253	0.8851
PD53359b	PD70975b	94	0.4681	0.4362	0.9043
PD53359b	PD70975c	94	0.4681	0.4255	0.8936
PD53359b	PD70976a	94	0.3617	0.4681	0.8298
PD53359b	PD70976b	94	0.3511	0.4787	0.8298
PD53359b	PD70976c	93	0.3548	0.4624	0.8172
PD53359b	PD70978a	94	0.3830	0.4681	0.8511
PD53359b	PD70980a	93	0.4194	0.4624	0.8817
PD53359b	PD70980c	91	0.4066	0.4725	0.8791
PD53359b	PD70981a	92	0.4457	0.4022	0.8478
PD53359b	PD70982a	94	0.3191	0.5851	0.9043
PD53359b	PD70982c	95	0.3053	0.5789	0.8842
PD53359b	PD70983a	94	0.3298	0.5000	0.8298
PD53359b	PD70984a	93	0.3978	0.4839	0.8817
PD53359b	PD70985a	91	0.3626	0.4066	0.7692
PD53359b	PD70985c	90	0.3556	0.4111	0.7667
PD53359b	PD70986a	89	0.3371	0.5281	0.8652
PD53359b	PD70986c	94	0.3404	0.4894	0.8298
PD53359b	PD70986d	94	0.3404	0.4894	0.8298
PD53359b	PD70987a	94	0.3723	0.4894	0.8617
PD53359c	PD53360a	89	0.4270	0.4157	0.8427
PD53359c	PD53361a	87	0.3678	0.5287	0.8966
PD53359c	PD53361b	88	0.3636	0.5341	0.8977
PD53359c	PD53362a	88	0.4091	0.3977	0.8068
PD53359c	PD53362b	89	0.4045	0.4045	0.8090
PD53359c	PD53363a	89	0.2921	0.6067	0.8989
PD53359c	PD53363b	89	0.2921	0.6067	0.8989
PD53359c	PD53364a	88	0.3295	0.3864	0.7159
PD53359c	PD53364b	89	0.3034	0.4607	0.7640
PD53359c	PD53364c	86	0.3140	0.4419	0.7558
PD53359c	PD53365a	85	0.4000	0.4000	0.8000
PD53359c	PD53365b	87	0.4023	0.4253	0.8276
PD53359c	PD53366a	89	0.3258	0.4944	0.8202
PD53359c	PD53366b	89	0.3258	0.4944	0.8202
PD53359c	PD53367a	88	0.2955	0.5795	0.8750
PD53359c	PD53367b	89	0.2921	0.5843	0.8764
PD53359c	PD53368a	84	0.3095	0.5357	0.8452
PD53359c	PD53368b	89	0.3146	0.5393	0.8539
PD53359c	PD53369a	87	0.3678	0.4943	0.8621
PD53359c	PD53369b	89	0.3596	0.5056	0.8652
PD53359c	PD70589a	85	0.3176	0.4235	0.7412
PD53359c	PD70963a	88	0.3068	0.4886	0.7955
PD53359c	PD70963b	87	0.2989	0.5057	0.8046
PD53359c	PD70964a	82	0.3537	0.4634	0.8171
PD53359c	PD70964b	84	0.3452	0.4881	0.8333
PD53359c	PD70964c	86	0.3488	0.4767	0.8256
PD53359c	PD70965a	84	0.3810	0.4405	0.8214
PD53359c	PD70965b	88	0.3977	0.4318	0.8295
PD53359c	PD70966a	88	0.2955	0.4432	0.7386
PD53359c	PD70966c	83	0.3133	0.4217	0.7349
PD53359c	PD70967a	84	0.2262	0.5952	0.8214
PD53359c	PD70967b	89	0.2247	0.5955	0.8202
PD53359c	PD70968a	88	0.3636	0.4432	0.8068
PD53359c	PD70968b	88	0.3636	0.5000	0.8636
PD53359c	PD70968c	89	0.3820	0.4045	0.7865
PD53359c	PD70969a	85	0.3412	0.5176	0.8588
PD53359c	PD70969b	89	0.3483	0.5169	0.8652
PD53359c	PD70970a	86	0.4070	0.5000	0.9070
PD53359c	PD70970b	89	0.4045	0.4944	0.8989
PD53359c	PD70971a	84	0.3571	0.4524	0.8095
PD53359c	PD70971b	87	0.3793	0.4828	0.8621
PD53359c	PD70971c	87	0.3678	0.4483	0.8161
PD53359c	PD70972a	88	0.4432	0.3977	0.8409
PD53359c	PD70972b	85	0.4235	0.4118	0.8353
PD53359c	PD70972c	84	0.4643	0.3690	0.8333
PD53359c	PD70973a	88	0.4318	0.4318	0.8636
PD53359c	PD70973b	86	0.4302	0.4302	0.8605
PD53359c	PD70974a	86	0.3488	0.5000	0.8488
PD53359c	PD70974b	88	0.3523	0.5114	0.8636
PD53359c	PD70974c	89	0.3596	0.4944	0.8539
PD53359c	PD70975a	82	0.4756	0.3415	0.8171
PD53359c	PD70975b	88	0.4659	0.3750	0.8409
PD53359c	PD70975c	88	0.5000	0.3068	0.8068
PD53359c	PD70976a	88	0.3523	0.4091	0.7614
PD53359c	PD70976b	88	0.3409	0.4205	0.7614
PD53359c	PD70976c	88	0.3523	0.3977	0.7500
PD53359c	PD70978a	88	0.3068	0.5341	0.8409
PD53359c	PD70980a	87	0.3793	0.4828	0.8621
PD53359c	PD70980c	85	0.3647	0.4941	0.8588
PD53359c	PD70981a	87	0.4023	0.4138	0.8161
PD53359c	PD70982a	88	0.3068	0.5682	0.8750
PD53359c	PD70982c	89	0.3034	0.5393	0.8427
PD53359c	PD70983a	88	0.3182	0.4545	0.7727
PD53359c	PD70984a	88	0.3977	0.4318	0.8295
PD53359c	PD70985a	85	0.3294	0.3882	0.7176
PD53359c	PD70985c	84	0.3214	0.3929	0.7143
PD53359c	PD70986a	83	0.3494	0.4217	0.7711
PD53359c	PD70986c	88	0.3523	0.3864	0.7386
PD53359c	PD70986d	88	0.3523	0.3864	0.7386
PD53359c	PD70987a	88	0.4091	0.3864	0.7955
PD53360a	PD53361a	93	0.3871	0.5161	0.9032
PD53360a	PD53361b	94	0.3723	0.5319	0.9043
PD53360a	PD53362a	94	0.3723	0.5426	0.9149
PD53360a	PD53362b	95	0.3684	0.5474	0.9158
PD53360a	PD53363a	95	0.3684	0.5789	0.9474
PD53360a	PD53363b	95	0.3684	0.5789	0.9474
PD53360a	PD53364a	94	0.3617	0.5213	0.8830
PD53360a	PD53364b	95	0.4000	0.5158	0.9158
PD53360a	PD53364c	92	0.3804	0.5326	0.9130
PD53360a	PD53365a	90	0.4000	0.5000	0.9000
PD53360a	PD53365b	93	0.4301	0.4839	0.9140
PD53360a	PD53366a	95	0.4105	0.4737	0.8842
PD53360a	PD53366b	95	0.4105	0.4737	0.8842
PD53360a	PD53367a	94	0.4362	0.5106	0.9468
PD53360a	PD53367b	95	0.4316	0.5158	0.9474
PD53360a	PD53368a	89	0.4494	0.4719	0.9213
PD53360a	PD53368b	95	0.4211	0.5053	0.9263
PD53360a	PD53369a	93	0.3441	0.5376	0.8817
PD53360a	PD53369b	95	0.3368	0.5474	0.8842
PD53360a	PD70589a	90	0.3444	0.5667	0.9111
PD53360a	PD70963a	93	0.3656	0.5376	0.9032
PD53360a	PD70963b	92	0.3696	0.5326	0.9022
PD53360a	PD70964a	87	0.3678	0.5747	0.9425
PD53360a	PD70964b	90	0.4222	0.5333	0.9556
PD53360a	PD70964c	92	0.3913	0.5543	0.9457
PD53360a	PD70965a	90	0.4000	0.5333	0.9333
PD53360a	PD70965b	94	0.4149	0.5213	0.9362
PD53360a	PD70966a	94	0.3404	0.5745	0.9149
PD53360a	PD70966c	89	0.3483	0.5618	0.9101
PD53360a	PD70967a	89	0.4607	0.4719	0.9326
PD53360a	PD70967b	95	0.4632	0.4737	0.9368
PD53360a	PD70968a	94	0.3830	0.5319	0.9149
PD53360a	PD70968b	94	0.4362	0.5000	0.9362
PD53360a	PD70968c	95	0.3895	0.5158	0.9053
PD53360a	PD70969a	91	0.4835	0.4286	0.9121
PD53360a	PD70969b	95	0.4737	0.4421	0.9158
PD53360a	PD70970a	92	0.5326	0.4130	0.9457
PD53360a	PD70970b	95	0.5263	0.4211	0.9474
PD53360a	PD70971a	89	0.3596	0.5169	0.8764
PD53360a	PD70971b	93	0.3333	0.5699	0.9032
PD53360a	PD70971c	93	0.3656	0.4946	0.8602
PD53360a	PD70972a	94	0.3617	0.4894	0.8511
PD53360a	PD70972b	89	0.3596	0.5056	0.8652
PD53360a	PD70972c	90	0.3444	0.5000	0.8444
PD53360a	PD70973a	94	0.4255	0.5106	0.9362
PD53360a	PD70973b	92	0.4348	0.5000	0.9348
PD53360a	PD70974a	92	0.3587	0.5435	0.9022
PD53360a	PD70974b	94	0.3830	0.5213	0.9043
PD53360a	PD70974c	95	0.3474	0.5579	0.9053
PD53360a	PD70975a	87	0.4023	0.4828	0.8851
PD53360a	PD70975b	94	0.3830	0.5106	0.8936
PD53360a	PD70975c	94	0.4149	0.4468	0.8617
PD53360a	PD70976a	94	0.4681	0.4574	0.9255
PD53360a	PD70976b	94	0.4787	0.4468	0.9255
PD53360a	PD70976c	93	0.4731	0.4516	0.9247
PD53360a	PD70978a	94	0.4149	0.4787	0.8936
PD53360a	PD70980a	93	0.3333	0.5484	0.8817
PD53360a	PD70980c	91	0.3407	0.5604	0.9011
PD53360a	PD70981a	92	0.4348	0.4457	0.8804
PD53360a	PD70982a	94	0.3723	0.5426	0.9149
PD53360a	PD70982c	95	0.3579	0.5368	0.8947
PD53360a	PD70983a	94	0.3830	0.5000	0.8830
PD53360a	PD70984a	93	0.4409	0.4194	0.8602
PD53360a	PD70985a	91	0.3516	0.5165	0.8681
PD53360a	PD70985c	90	0.3444	0.5222	0.8667
PD53360a	PD70986a	89	0.3708	0.5506	0.9213
PD53360a	PD70986c	94	0.3511	0.5638	0.9149
PD53360a	PD70986d	94	0.3511	0.5638	0.9149
PD53360a	PD70987a	94	0.3085	0.5213	0.8298
PD53361a	PD53361b	92	1.0000	0.0000	1.0000
PD53361a	PD53362a	92	0.3043	0.5435	0.8478
PD53361a	PD53362b	93	0.3011	0.5484	0.8495
PD53361a	PD53363a	93	0.4516	0.4731	0.9247
PD53361a	PD53363b	93	0.4516	0.4731	0.9247
PD53361a	PD53364a	93	0.3656	0.4839	0.8495
PD53361a	PD53364b	93	0.3763	0.5161	0.8925
PD53361a	PD53364c	90	0.3667	0.5222	0.8889
PD53361a	PD53365a	88	0.3864	0.4773	0.8636
PD53361a	PD53365b	91	0.3736	0.5055	0.8791
PD53361a	PD53366a	93	0.3656	0.5591	0.9247
PD53361a	PD53366b	93	0.3656	0.5591	0.9247
PD53361a	PD53367a	92	0.4239	0.5217	0.9457
PD53361a	PD53367b	93	0.4194	0.5269	0.9462
PD53361a	PD53368a	87	0.3678	0.5402	0.9080
PD53361a	PD53368b	93	0.3656	0.5591	0.9247
PD53361a	PD53369a	92	0.3913	0.5543	0.9457
PD53361a	PD53369b	93	0.3978	0.5484	0.9462
PD53361a	PD70589a	89	0.2921	0.5955	0.8876
PD53361a	PD70963a	91	0.4396	0.4725	0.9121
PD53361a	PD70963b	90	0.4333	0.4778	0.9111
PD53361a	PD70964a	85	0.4353	0.4588	0.8941
PD53361a	PD70964b	88	0.4545	0.4545	0.9091
PD53361a	PD70964c	90	0.4667	0.4333	0.9000
PD53361a	PD70965a	88	0.3864	0.5114	0.8977
PD53361a	PD70965b	92	0.3804	0.5217	0.9022
PD53361a	PD70966a	92	0.3152	0.5652	0.8804
PD53361a	PD70966c	87	0.3103	0.5747	0.8851
PD53361a	PD70967a	87	0.3563	0.5057	0.8621
PD53361a	PD70967b	93	0.3548	0.5161	0.8710
PD53361a	PD70968a	92	0.4239	0.4783	0.9022
PD53361a	PD70968b	92	0.4457	0.4674	0.9130
PD53361a	PD70968c	93	0.4516	0.4409	0.8925
PD53361a	PD70969a	90	0.5222	0.3556	0.8778
PD53361a	PD70969b	93	0.5161	0.3656	0.8817
PD53361a	PD70970a	90	0.4111	0.5111	0.9222
PD53361a	PD70970b	93	0.4086	0.5161	0.9247
PD53361a	PD70971a	87	0.3793	0.4943	0.8736
PD53361a	PD70971b	91	0.3956	0.5385	0.9341
PD53361a	PD70971c	91	0.3516	0.5275	0.8791
PD53361a	PD70972a	92	0.4130	0.5326	0.9457
PD53361a	PD70972b	87	0.3908	0.5517	0.9425
PD53361a	PD70972c	88	0.3977	0.5455	0.9432
PD53361a	PD70973a	92	0.4348	0.5217	0.9565
PD53361a	PD70973b	90	0.4222	0.5333	0.9556
PD53361a	PD70974a	90	0.4000	0.4667	0.8667
PD53361a	PD70974b	92	0.3913	0.4891	0.8804
PD53361a	PD70974c	93	0.4194	0.4516	0.8710
PD53361a	PD70975a	85	0.3412	0.4471	0.7882
PD53361a	PD70975b	92	0.3804	0.4457	0.8261
PD53361a	PD70975c	92	0.3152	0.4783	0.7935
PD53361a	PD70976a	92	0.3696	0.5435	0.9130
PD53361a	PD70976b	92	0.3804	0.5326	0.9130
PD53361a	PD70976c	91	0.3626	0.5495	0.9121
PD53361a	PD70978a	92	0.3804	0.5435	0.9239
PD53361a	PD70980a	91	0.3846	0.5604	0.9451
PD53361a	PD70980c	89	0.3933	0.5618	0.9551
PD53361a	PD70981a	90	0.4111	0.5000	0.9111
PD53361a	PD70982a	92	0.4565	0.4239	0.8804
PD53361a	PD70982c	93	0.4516	0.4194	0.8710
PD53361a	PD70983a	92	0.3152	0.5000	0.8152
PD53361a	PD70984a	91	0.3846	0.5495	0.9341
PD53361a	PD70985a	90	0.3667	0.5000	0.8667
PD53361a	PD70985c	89	0.3708	0.4944	0.8652
PD53361a	PD70986a	87	0.3448	0.5172	0.8621
PD53361a	PD70986c	93	0.3333	0.5161	0.8495
PD53361a	PD70986d	93	0.3333	0.5161	0.8495
PD53361a	PD70987a	92	0.3696	0.4457	0.8152
PD53361b	PD53362a	93	0.3118	0.5376	0.8495
PD53361b	PD53362b	94	0.3085	0.5426	0.8511
PD53361b	PD53363a	94	0.4468	0.4787	0.9255
PD53361b	PD53363b	94	0.4468	0.4787	0.9255
PD53361b	PD53364a	93	0.3656	0.4839	0.8495
PD53361b	PD53364b	94	0.3830	0.5106	0.8936
PD53361b	PD53364c	91	0.3736	0.5165	0.8901
PD53361b	PD53365a	89	0.3820	0.4831	0.8652
PD53361b	PD53365b	93	0.3656	0.5161	0.8817
PD53361b	PD53366a	94	0.3617	0.5638	0.9255
PD53361b	PD53366b	94	0.3617	0.5638	0.9255
PD53361b	PD53367a	93	0.4301	0.5161	0.9462
PD53361b	PD53367b	94	0.4255	0.5213	0.9468
PD53361b	PD53368a	88	0.3864	0.5227	0.9091
PD53361b	PD53368b	94	0.3830	0.5426	0.9255
PD53361b	PD53369a	92	0.3913	0.5543	0.9457
PD53361b	PD53369b	94	0.4043	0.5426	0.9468
PD53361b	PD70589a	89	0.2921	0.5955	0.8876
PD53361b	PD70963a	92	0.4457	0.4674	0.9130
PD53361b	PD70963b	91	0.4286	0.4835	0.9121
PD53361b	PD70964a	86	0.4302	0.4651	0.8953
PD53361b	PD70964b	89	0.4494	0.4607	0.9101
PD53361b	PD70964c	91	0.4615	0.4396	0.9011
PD53361b	PD70965a	89	0.3708	0.5281	0.8989
PD53361b	PD70965b	93	0.3656	0.5376	0.9032
PD53361b	PD70966a	93	0.3226	0.5591	0.8817
PD53361b	PD70966c	88	0.3182	0.5682	0.8864
PD53361b	PD70967a	88	0.3636	0.5000	0.8636
PD53361b	PD70967b	94	0.3617	0.5106	0.8723
PD53361b	PD70968a	93	0.4194	0.4839	0.9032
PD53361b	PD70968b	93	0.4516	0.4624	0.9140
PD53361b	PD70968c	94	0.4468	0.4468	0.8936
PD53361b	PD70969a	90	0.5222	0.3556	0.8778
PD53361b	PD70969b	94	0.5106	0.3723	0.8830
PD53361b	PD70970a	91	0.4066	0.5165	0.9231
PD53361b	PD70970b	94	0.4043	0.5213	0.9255
PD53361b	PD70971a	89	0.3708	0.5056	0.8764
PD53361b	PD70971b	92	0.4130	0.5217	0.9348
PD53361b	PD70971c	92	0.3478	0.5326	0.8804
PD53361b	PD70972a	93	0.4086	0.5376	0.9462
PD53361b	PD70972b	88	0.3864	0.5568	0.9432
PD53361b	PD70972c	90	0.3889	0.5556	0.9444
PD53361b	PD70973a	93	0.4301	0.5269	0.9570
PD53361b	PD70973b	91	0.4176	0.5385	0.9560
PD53361b	PD70974a	91	0.4066	0.4615	0.8681
PD53361b	PD70974b	93	0.3978	0.4839	0.8817
PD53361b	PD70974c	94	0.4255	0.4468	0.8723
PD53361b	PD70975a	86	0.3256	0.4651	0.7907
PD53361b	PD70975b	93	0.3656	0.4624	0.8280
PD53361b	PD70975c	93	0.3011	0.4946	0.7957
PD53361b	PD70976a	93	0.3763	0.5376	0.9140
PD53361b	PD70976b	93	0.3871	0.5269	0.9140
PD53361b	PD70976c	92	0.3696	0.5435	0.9130
PD53361b	PD70978a	93	0.3763	0.5484	0.9247
PD53361b	PD70980a	92	0.3913	0.5543	0.9457
PD53361b	PD70980c	90	0.4000	0.5556	0.9556
PD53361b	PD70981a	91	0.3956	0.5165	0.9121
PD53361b	PD70982a	93	0.4516	0.4301	0.8817
PD53361b	PD70982c	94	0.4468	0.4255	0.8723
PD53361b	PD70983a	93	0.3226	0.4946	0.8172
PD53361b	PD70984a	92	0.3804	0.5543	0.9348
PD53361b	PD70985a	90	0.3667	0.5000	0.8667
PD53361b	PD70985c	89	0.3708	0.4944	0.8652
PD53361b	PD70986a	88	0.3523	0.5114	0.8636
PD53361b	PD70986c	93	0.3441	0.5054	0.8495
PD53361b	PD70986d	93	0.3441	0.5054	0.8495
PD53361b	PD70987a	93	0.3763	0.4409	0.8172
PD53362a	PD53362b	94	1.0000	0.0000	1.0000
PD53362a	PD53363a	94	0.3830	0.4787	0.8617
PD53362a	PD53363b	94	0.3830	0.4787	0.8617
PD53362a	PD53364a	93	0.3656	0.4731	0.8387
PD53362a	PD53364b	94	0.3830	0.4681	0.8511
PD53362a	PD53364c	91	0.3846	0.4615	0.8462
PD53362a	PD53365a	89	0.3820	0.4270	0.8090
PD53362a	PD53365b	92	0.3804	0.4674	0.8478
PD53362a	PD53366a	94	0.4255	0.4787	0.9043
PD53362a	PD53366b	94	0.4255	0.4787	0.9043
PD53362a	PD53367a	93	0.3441	0.5054	0.8495
PD53362a	PD53367b	94	0.3511	0.5000	0.8511
PD53362a	PD53368a	88	0.4318	0.3977	0.8295
PD53362a	PD53368b	94	0.4043	0.4362	0.8404
PD53362a	PD53369a	92	0.3804	0.4674	0.8478
PD53362a	PD53369b	94	0.3830	0.4681	0.8511
PD53362a	PD70589a	89	0.4719	0.4270	0.8989
PD53362a	PD70963a	92	0.3152	0.5109	0.8261
PD53362a	PD70963b	91	0.3077	0.5275	0.8352
PD53362a	PD70964a	86	0.3605	0.4186	0.7791
PD53362a	PD70964b	89	0.3820	0.4157	0.7978
PD53362a	PD70964c	91	0.3626	0.4286	0.7912
PD53362a	PD70965a	89	0.3146	0.5169	0.8315
PD53362a	PD70965b	93	0.3118	0.5376	0.8495
PD53362a	PD70966a	93	0.4516	0.4516	0.9032
PD53362a	PD70966c	88	0.4432	0.4659	0.9091
PD53362a	PD70967a	88	0.4205	0.4205	0.8409
PD53362a	PD70967b	94	0.4043	0.4468	0.8511
PD53362a	PD70968a	93	0.3871	0.5054	0.8925
PD53362a	PD70968b	93	0.3333	0.5806	0.9140
PD53362a	PD70968c	94	0.4043	0.4787	0.8830
PD53362a	PD70969a	90	0.4444	0.4111	0.8556
PD53362a	PD70969b	94	0.4255	0.4255	0.8511
PD53362a	PD70970a	91	0.5165	0.3736	0.8901
PD53362a	PD70970b	94	0.5106	0.3830	0.8936
PD53362a	PD70971a	88	0.2841	0.5114	0.7955
PD53362a	PD70971b	92	0.3152	0.5217	0.8370
PD53362a	PD70971c	92	0.3043	0.4783	0.7826
PD53362a	PD70972a	93	0.3978	0.4624	0.8602
PD53362a	PD70972b	88	0.3977	0.4773	0.8750
PD53362a	PD70972c	89	0.3933	0.4607	0.8539
